participant,stimulus_name,block_index,block_id,trial_in_block,trial_global,graph_id,order_mode,step_index,chosen_node,belief_red,belief_green,belief_blue,onset_ms,offset_ms,RT_ms
10240330419,stimulus-set,1,b1,1,1,g10_b1,free,1,E,0.4878451833365956,0.1642596174300442,0.34789519923336026,163078,164941,1863
10240330419,stimulus-set,1,b1,1,1,g10_b1,free,2,C,0.6504123306365673,0.125824346200832,0.2237633231626007,165733,167414,1681
10240330419,stimulus-set,1,b1,1,1,g10_b1,free,3,A,0.8907289831669603,0.09748381083729359,0.011787205995746113,168262,170264,2002
10240330419,stimulus-set,1,b1,1,1,g10_b1,free,4,D,0.2758010781627195,0.551856228782067,0.17234269305521366,170750,173182,2432
10240330419,stimulus-set,1,b1,1,1,g10_b1,free,5,B,0.1697790255757813,0.7028062320373045,0.12741474238691414,177431,179702,2271
10240330419,stimulus-set,1,b1,1,1,g10_b1,free,6,E,0.5302540043713709,0.0512374160109985,0.4185085796176306,180528,182198,1670
